id;Edicion;Id_Propuesta;Titulo;Codigo_Ambito_Referencia;Ambito_Referencia;Tipo_Proponente;Numero_Apoyos;Pasa_Fase_Apoyos;Pasa_Fase_Viabilidad;Numero_Votos;Seleccionada;Presupuesto_euros;Mision_Climatica;Fecha creacion;Fecha_Baja
4176;6;5238;Peatonalizar la calle Peris Brell;12;Camins al Grau;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4196;6;5258;CENTRO DE ATENCIoN SOCIAL;2;l'Eixample;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4198;6;5260;Pavimentar de azulejo valenciano un camino de viveros;6;el Pla del Real;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4228;6;5290;Condicionament de l'asfaltat de la plaça Sant Benet i adjacents/ Acondicionamiento del asfaltado de la plaza San Benet y adyacentes.;17;5;Ayuntamiento de oficio;0;SI;SI;1;SI;8220;No aplicable;2023-04-27;NA
4244;7;5306;Incrementar la limpieza de aceras del barrio de Benimaclet;14;Benimaclet;Particular;43;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4292;7;5354;POR UNA CIUTAT VELLA BIEN CUIDADA Y AGRADABLE;1;Ciutat Vella;Particular;17;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4335;7;5397;MEJORA DE LA PLAZA DE LES PENYETES;18;1;Particular;7;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4409;7;5471;Lavabos publicos;4;Campanar;Particular;21;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4435;7;5497;AMPLIACION CENTRO MUNICIPAL MAYORES SAN ISIDRO;8;Patraix;Representante GT;0;SI;SI;298;NO;150000;Sin etiqueta;2023-04-27;NA
4472;7;5534;Rebajar cota carril bici entre carrer Carcaixent y Cuenca;9;Jesus;Particular;3;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4479;7;5541;Pergola en Sociopolis;19;8;Particular;15;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4514;7;5576;"Carrer de Pelai: ""El Passeig de la Pilota Valenciana""";3;Extramurs;Particular;59;SI;NO;0;NO;40600;No aplicable;2023-04-27;NA
4628;7;5690;Doble fila y peatonalizacion entorno Mestalla;13;Algiros;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4630;7;5692;Continuar zona ajardinada en descampado de Jose Andreu Alabarta;8;Patraix;Particular;32;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4662;7;5724;Finalitzar urbanitzacio de Fra Juniper Serra;8;Patraix;Particular;7;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4696;7;5758;Poner mas juegos en Plaza Sor Guillermina;10;Quatre Carreres;Particular;11;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4703;7;5765;Renovacion del alumbrado en el tramo final de la Calle Santos Justo y Pastor;13;Algiros;Particular;17;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4746;7;5808;Arboles o maceteros en Cura Femenia;2;l'Eixample;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4747;7;5809;Paso de peatones cruce Platero Suarez y Ministro Luis Mayans;5;la Saidia;Particular;34;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4755;7;5817;Parque junto campos de futbol de Avda militar Amado granell mesado;10;Quatre Carreres;Particular;55;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4775;7;5837;Soterrar contenedores Avda. Primero de Mayo;9;Jesus;Particular;7;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4784;7;5846;Urbanizar tramo calle Pintor Stolz: ensanchar aceras y plantar arboles;7;l'Olivereta;Particular;26;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4794;7;5856;Parque Infantil en la Plaza De San Pedro Poveda 46014;8;Patraix;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4820;7;5882;AMPLIACION ACERA CALLE GENERAL GIL DOLZ;6;el Pla del Real;Particular;43;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4835;7;5897;Residus i Control Contaminacio acustica;6;el Pla del Real;Particular;16;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4842;7;5904;INSTALAR ARBOLADO EN CONDE DE LUMIARES;15;Rascanya;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4850;7;5912;Parking C/ciutat de Mislata;7;l'Olivereta;Particular;42;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
4870;7;5932;Falta de iluminacion;5;la Saidia;Particular;35;SI;SI;554;SI;45000;Sin etiqueta;2023-04-27;NA
4907;7;5969;Huerto Urbano;1;Ciutat Vella;Particular;24;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4925;7;5987;Polideportivo solar Calle Lebon-Tomas de Montañana;12;Camins al Grau;Particular;36;SI;SI;687;SI;100000;Con etiqueta;2023-04-27;NA
4938;7;6000;Reapertura parcial/total de la circulacion de la c/ Torrente;8;Patraix;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
4957;7;6019;REFORMA PARQUE VALTURIA EN BARRIO CAMI REAL;9;Jesus;Particular;34;SI;SI;162;NO;350000;Sin etiqueta;2023-04-27;NA
4964;7;6026;App per a trobar estacionament al barri del Botanic;3;Extramurs;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5016;7;6078;Millorar les zones verdes entre Germans Maristes i angel Villena;10;Quatre Carreres;Particular;20;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5051;7;6113;Eliminacion Ruido Producido por Rejillas ventilacion meteo en calzada;14;Benimaclet;Particular;14;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5094;7;6156;ABRIR AL TRaFICO VICENTE ZARAGOZA  DE ROTONDA DEL MIRADOR A DIoGENES LOPEZ MENCH;14;Benimaclet;Particular;90;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5103;7;6165;Cambio de direccion calle Carcagente y Uruguay;9;Jesus;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5175;7;6237;Cambiar plazas parking ORA en Cirilo Amoros a plazas exclusivas para residentes;2;l'Eixample;Particular;14;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5184;7;6246;ASFALTADO DE LOS ENTRADORES PEATONALES DEL PARQUE LINEAL QUE CRUZAN EL CARRIL BI;18;1;Particular;9;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5212;7;6274;SOTERRAMENT DE TOTS ELS CONTENIDORS DE FEM;6;el Pla del Real;Particular;30;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5263;7;6325;Goteras alqueria Carena y parte vallado.;16;Benicalap;Representante GT;0;SI;SI;190;NO;100000;Sin etiqueta;2023-04-27;NA
5269;7;6331;Reforma del parque de la Plaza Raquel Paya - C/Fuente La Higuera;10;Quatre Carreres;Particular;9;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5293;7;6355;Control de excrementos caninos en caminos y vias de la huerta;17;6;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5319;7;6381;REORDENACIoN DEL VIARIO EN LAS CALLES APARICIO ALBIÑANA Y MONESTIR DE POBLET;4;Campanar;Particular;30;SI;SI;241;SI;106135;Con etiqueta;2023-04-27;NA
5345;7;6407;Avenida Gaspar Aguilar. Cambiar a sentido circulacion unico y carril bici.;9;Jesus;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5368;7;6430;Bolardos para poder transitar por la acera de Literato Gabriel Miro;3;Extramurs;Particular;32;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5385;7;6447;Punts negres carril bici;11;Poblats Maritims;Particular;8;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5434;7;6496;Creacion de polideportivo municipal En Corts. Desmantelar CIE Sapadors;10;Quatre Carreres;Particular;30;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5449;7;6511;PARQUE DE BARRAS-CALISTENIA EN EL PARC CENTRAL;2;l'Eixample;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5487;7;6549;Parking Torrefiel;15;Rascanya;Particular;35;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5525;7;6587;AMPLIACIoN CEMENTERIO DE BENIMaMET;18;1;Representante GT;0;SI;SI;18;NO;630000;Sin etiqueta;2023-04-27;NA
5537;7;6599;Nuevo parque infantil junto a Plaza Actor Enrique Rambal;13;Algiros;Particular;31;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5555;7;6617;Asfalto Fonoabsorbente para Bulevar Sur;9;Jesus;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5612;7;6674;Sincronizacion semaforos Amado Granell Mesado;10;Quatre Carreres;Particular;15;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5614;7;6676;Eje saludable Parc Central - Jardi del Turia;2;l'Eixample;Particular;56;SI;SI;517;SI;18000;Sin etiqueta;2023-04-27;NA
5643;7;6705;Calle Alta fin de semana para disfrute , calle peatonal;1;Ciutat Vella;Particular;32;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5657;7;6719;Peatonalizar callejon Historiadora Silvia Romeu;13;Algiros;Particular;31;SI;SI;39;NO;159000;Sin etiqueta;2023-04-27;NA
5677;7;6739;Rehabilitacion Barrio Virgen de los Desamparados Antella n.1, 2 y 3.;7;l'Olivereta;Particular;12;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5708;7;6770;Colocacion espejo (poca visibilidad) cruce Blasco Ibañez (Hospital Clinico);6;el Pla del Real;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5710;7;6772;MEJORA ACCESOS PEATONALES PUENTE SOBRE EL NUEVO CAUCE DEL TURIA JOSe SOTO MICo –;8;Patraix;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5714;7;6776;Repavimentacion y pintado del carril bici de la entrada sur de El Saler.;19;4;Particular;15;SI;SI;45;NO;20700;Sin etiqueta;2023-04-27;NA
5724;7;6786;Bulevar verde en el ultimo tramo del Paseo de la Alameda;12;Camins al Grau;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
5733;7;6795;Zona de Chorros de Agua para niñ@s en Ciutat Vella;1;Ciutat Vella;Particular;35;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
5761;7;6823;RECUPERAR EL ANTIGUO ABREVADERO COMO ZONA LuDICA;18;1;Particular;27;SI;SI;222;SI;50000;Sin etiqueta;2023-04-27;NA
20;1;2015-00023;NA;8;Patraix;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
25;1;2015-00031;NA;3;Extramurs;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
30;1;2015-00036;NA;2;l'Eixample;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
74;1;2015-00097;NA;5;la Saidia;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
86;1;2015-00114;NA;15;Rascanya;Persona Juridica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
129;1;2015-00166;NA;14;Benimaclet;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
131;1;2015-00168;NA;4;Campanar;Persona Fisica;0;No aplicable;SI;42;NO;NA;No aplicable;2023-04-27;NA
161;1;2015-00198;Mejora de infraestructuras de señalizacion. Ramon de perellos;8;Patraix;Persona Fisica;0;No aplicable;SI;58;SI;1200;No aplicable;2023-04-27;NA
176;1;2015-00218;NA;7;l'Olivereta;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
180;1;2015-00222;NA;14;Benimaclet;Persona Fisica;0;No aplicable;SI;34;NO;NA;No aplicable;2023-04-27;NA
201;1;2015-00245;Limitacio acces vehicles al barri del carme;1;Ciutat Vella;Persona Fisica;0;No aplicable;SI;121;SI;148433;No aplicable;2023-04-27;NA
256;1;2015-00306;NA;10;Quatre Carreres;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
258;1;2015-00308;NA;11;Poblats Maritims;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
271;1;2015-00325;NA;15;Rascanya;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
308;1;2015-00367;NA;11;Poblats Maritims;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
315;1;2015-00375;NA;4;Campanar;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
324;1;2015-00385;NA;1;Ciutat Vella;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
330;1;2015-00391;Mejora de infraestructuras de señalizacion en el barrio de malilla;10;Quatre Carreres;Persona Fisica;0;No aplicable;SI;76;SI;4600;No aplicable;2023-04-27;NA
369;1;2015-00432;NA;3;Extramurs;Persona Fisica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
380;1;2015-00445;NA;8;Patraix;Persona Juridica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
412;1;2015-00481;NA;15;Rascanya;Persona Juridica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
432;1;2015-00511;NA;19;Pobles del Sud;Persona Juridica;0;No aplicable;NO;0;NO;NA;No aplicable;2023-04-27;NA
481;1;2015-00574;NA;9;Jesus;Persona Fisica;0;No aplicable;SI;68;NO;NA;No aplicable;2023-04-27;NA
486;1;2015-00580;NA;11;Poblats Maritims;Persona Fisica;0;No aplicable;SI;117;NO;NA;No aplicable;2023-04-27;NA
521;1;2016-00016;Propuesta ayuntamiento. Proyecto acondicionamiento experimental solares municipales en distrito municipal rascanya.;15;Rascanya;Persona Juridica;0;No aplicable;SI;34;SI;60000;No aplicable;2023-04-27;NA
525;1;2016-00020;Propuesta ayuntamiento. Remodelacion instalacion deportiva elemental torrefiel;15;Rascanya;Persona Juridica;0;No aplicable;SI;19;SI;60000;No aplicable;2023-04-27;NA
538;1;2016-00033;NA;7;l'Olivereta;Persona Juridica;0;No aplicable;SI;8;NO;NA;No aplicable;2023-04-27;NA
557;1;2016-00052;NA;15;Rascanya;Persona Juridica;0;No aplicable;SI;14;NO;NA;No aplicable;2023-04-27;NA
561;1;2016-00056;Propuesta ayuntamiento. Rebajes de pasos de peatones en diversas calles de benimamet;18;Pobles de l'Oest;Persona Juridica;0;No aplicable;SI;15;SI;103042;No aplicable;2023-04-27;NA
587;1;2016-00083;Propuesta ayuntamiento. Mejora del aparcamiento de bicicletas;2;l'Eixample;Persona Juridica;0;No aplicable;SI;15;SI;2000;No aplicable;2023-04-27;NA
646;2;27;Peatonalitzacio del Carrer Nador;5;la Saidia;Particular;31;SI;SI;51;NO;230000;No aplicable;2023-04-27;NA
729;2;110;Urbanitzar carrer Xavier Casp;11;Poblats Maritims;Particular;0;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
754;2;135;Zona azul/naranja CALLE SAN JACINTO (1-18) para eliminar la mafia de gorrillas;3;Extramurs;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
768;2;149;REHABILITAR EL TINGLADO Nº 2 DE LA MARINA REAL JUANCARLOS I, PUERTO DE VALENCIA;11;Poblats Maritims;Particular;24;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
799;2;180;Arbolado y adecentado de la zona de La Raiosa;9;Jesus;Particular;3;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
818;2;199;SEMaFOROS EN CRUCE CAMi CABANYAL-JOSE MARiA DE HARO;11;Poblats Maritims;Particular;11;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
820;2;201;Desinsectacion general en barrio de Campanar y Sant Pau, y desratizacion.;4;Campanar;Particular;12;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
915;2;296;Poliesportiu, a Castellar-L’Oliveral.;19;Pobles del Sud;Particular;124;SI;SI;106;NO;280000;No aplicable;2023-04-27;NA
939;2;320;mas aparcamientos y eliminacion gorrillas del Hospital la Salud y limpieza mejor;13;Algiros;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
940;2;321;INSTALACIoN ACERA FIJA EN CURVA ACTUAL DE BOLARDOS FRENTE CENTRO DiA PERIFERIA;10;Quatre Carreres;Representante GT;8;SI;SI;190;SI;40708;No aplicable;2023-04-27;NA
964;2;345;Instalacion de bancos en calles Ibiza y Rodrigo de Pertegas nº48;12;Camins al Grau;Representante GT;1;SI;SI;222;SI;9100;No aplicable;2023-04-27;NA
984;2;365;Espacio LUDICO ambiental para families,descampado General LLorens/Fdrco. alcacer;16;Benicalap;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1004;2;385;Realizacion parque solar calle Benetusser;18;Pobles de l'Oest;Particular;29;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1010;2;391;AMPLIACION DEL JARDIN DE AYORA EN LA EXPLANADA DE LA ESTACIoN DE  METRO;12;Camins al Grau;Representante GT;9;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1037;2;418;DOTAR DE ILUMNINACIoN LAS PISTAS DEPORTIVAS DEL CEIP CIUDAD DE BOLONIA;8;Patraix;Particular;66;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1054;2;435;ADQUISICIo DE MATERIAL INVENTARIABLE PER A CULTURA I FESTES;17;Pobles del Nord;Representante GT;28;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1067;2;448;CENTRO CIVICO CAMPANAR;4;Campanar;Representante GT;69;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1095;2;476;Parada EMT Ciudad Gran Turia;8;Patraix;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1103;2;484;Sanear pavimentos de pistas polideportivas al lado del Palau Velodromo Luis Puig;18;Pobles de l'Oest;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1175;2;556;cambio luminarias en la pedania de beniferri;18;Pobles de l'Oest;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1185;2;566;Instalacion de paso cebra para acceder al centro  de salud Ambrosio Huici;10;Quatre Carreres;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1191;2;572;Asfalto curva calle doctor buen /coronacion (Zona cuevas);18;Pobles de l'Oest;Particular;0;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1197;2;578;Construccion de un espacio de talleres colaborativos para los oficios artesanale;1;Ciutat Vella;Particular;29;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1254;3;1045;CALMAR VALENCIA : CONTROL TELEMaTICO LIMITADORES DECIBELIOS DE DISCOTECAS, PUBS.;Toda la ciudad;Toda la ciudad;Particular;337;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1259;3;1050;MEJORA DE LA ACERA DE BOTaNICO CAVANILLES (PUERTA DE VIVEROS A BLASCO IBAÑEZ);Toda la ciudad;Toda la ciudad;Particular;9;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1292;3;1085;REMODELACIoN DE LAS ROTONDAS ADJUNTAS AL PAI DE QUATRE CARRERES;Toda la ciudad;Toda la ciudad;Particular;5;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1308;3;1101;CONSTRUCCIoN DE PABELLONES EN EL SOLAR ENTRE LA CALLE TOMaS DE MONTAÑANA Y LEBoN;Toda la ciudad;Toda la ciudad;Particular;268;SI;SI;498;NO;2500000;No aplicable;2023-04-27;NA
1334;3;1127;CONSTRUCCIoN DEL CARRIL BICI EN LA AVENIDA CARDENAL BENLLOCH - EDUARDO BOSCa;Toda la ciudad;Toda la ciudad;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1384;3;1177;ELIMINAR EL MINI GOLF DEL PARQUE DE MULTIJUEGOS DEL PALACIO DE CONGRESOS;Toda la ciudad;Toda la ciudad;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1401;3;1194;CREACION DE UN AREA DE ESPARCIMIENTO PARA PERROS EN ZONA WAKSMAN;Toda la ciudad;Toda la ciudad;Particular;9;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1476;3;1269;PARQUE DE DESEMBOCADURA DEL TURIA EN VALENCIA;Toda la ciudad;Toda la ciudad;Particular;322;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1482;3;1275;CENTRO CULTURAL Y DEPORTIVO PARA BARRIOS SANT FRANCESC I EIXAMPLE;Toda la ciudad;Toda la ciudad;Particular;8;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1487;3;1280;DEJAR D ENGAÑAR Y REFORMAR EL CABAÑAL;Toda la ciudad;Toda la ciudad;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1557;3;1351;"MEJORAR EL RECICLAJE EN TODOS LOS BARRIOS. PROPUESTA DE ""ISLAS ECOLOGICAS"".";Toda la ciudad;Toda la ciudad;Particular;4;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1608;3;1404;VOLVER AL ANTERIOR RECORRIDO DE LA LINEA 8 DE LA EMT;Toda la ciudad;Toda la ciudad;Particular;2;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1639;3;1435;RECUPERACIoN DEL ACCESO DIRECTO ENTRE BENIMaMET Y PATERNA;Toda la ciudad;Toda la ciudad;Particular;3;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1670;3;1466;SOLUCIONAR ATASCOS EN ROTONDAS RONDA NORTE - JUAN XXIII - V30;Toda la ciudad;Toda la ciudad;Particular;7;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1720;3;1516;CANCHAS PARA NIÑOS Y NO TAN NIÑOS;Toda la ciudad;Toda la ciudad;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1735;3;1531;LiNEA 9 DE LA EMT LLEGUE HASTA EL CAMPUS DE TARONJERS;Toda la ciudad;Toda la ciudad;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1748;3;1544;CARRIL BICI AVINGUDA REGNE DE VALeNCIA;Toda la ciudad;Toda la ciudad;Particular;1;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1793;4;2022;BAIXAR CARRIL BICI C/ REUS A LA CALÇADA;5;la Saidia;Particular;93;SI;SI;213;NO;100000;No aplicable;2023-04-27;NA
1801;4;2030;REMODELACIoN PARQUE C/ASTURIAS-C/ANDReS MANCEBO;12;Camins al Grau;Particular;10;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1809;4;2038;PARQUE DE HUERTA SANT MIQUEL DELS REIS;15;Rascanya;Particular;70;SI;SI;303;SI;264573;No aplicable;2023-04-27;NA
1881;4;2110;AMPLIACIoN DEL CARRIL BICI POR TODA VALENCIA;20;No consta;Particular;3;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
1885;4;2114;CUIDADO PARQUE DE LA RAMBLETA;9;Jesus;Particular;57;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
1962;4;2191;MILLORA SISTEMA MEGAFONIA MASSARROJOS;17;6;Particular;32;SI;SI;85;SI;12000;No aplicable;2023-04-27;NA
1963;4;2192;AUMENTO PLAZAS DE APARCAMIENTO, ZONA 30 Y CICLOCALLES EN MONTOLIVET;10;Quatre Carreres;Particular;20;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2006;4;2235;CUBIERTA-TOLDO GIGANTE PARA EL ANFITEATRO DEL PARQUE DE BENICALAP;16;Benicalap;Representante GT;0;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2031;4;2260;FONT LuDICA;18;1;Particular;22;SI;SI;85;NO;160000;No aplicable;2023-04-27;NA
2054;4;2283;CUBIERTAS EN LA  IDE DE CAMPANAR CALLE SANTA PAULA MONTAL;4;Campanar;Representante GT;0;SI;SI;40;NO;200000;No aplicable;2023-04-27;NA
2085;4;2314;INSTALACIoN DE MaS CONTENEDORES DE RECICLAJE;16;Benicalap;Particular;17;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2096;4;2325;PROPOSTA PER A MILLORAR ACCeS DEFICIENT I PERILLoS D'ENTRADA PEDANiA MAUELLA;17;5;Representante GT;0;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2128;4;2357;MILLORA DEL TRaNSIT INTERIOR AL NUCLI DE POBLACIo CIRCULACIo PEL PERiMETRE;19;5;Particular;6;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2217;4;2446;TANCAT PER A GOSSOS PENiSCOLA-ALFAUIR;15;Rascanya;Particular;39;SI;SI;139;NO;270000;No aplicable;2023-04-27;NA
2241;4;2470;RUIDO DE AVIONES Y CONTAMINACIoN DEL AIRE;8;Patraix;Particular;119;SI;SI;769;SI;140360;No aplicable;2023-04-27;NA
2242;4;2471;ESTACIoN DE MEDICIoN Y PANEL INFORMATIVO DE LA CALIDAD AIRE EN MERCADO RUZAFA;2;l'Eixample;Particular;13;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2336;5;3024;RENOVACIo D'ENLLUMENAT PuBLIC EN DIFERENTS BARRIS DE LA CIUTAT;Toda la ciudad;Toda la ciudad;Ayuntamiento;130;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2382;5;3070;Recuperar fluidez del trafico rediseñando los carriles bici problematicos;Toda la ciudad;Toda la ciudad;Particular;137;SI;SI;3984;SI;10000;No aplicable;2023-04-27;NA
2399;5;3087;De Benimamet a Valencia andando o en bici;Toda la ciudad;Toda la ciudad;Particular;222;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2453;5;3141;RESALTOS EN CALLE LA SERRELLA;Toda la ciudad;Toda la ciudad;Particular;7;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2503;5;3191;Fer un altre conservatori de musica;Toda la ciudad;Toda la ciudad;Particular;17;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2510;5;3198;Mercado Municipal en el barrio de Malilla;Toda la ciudad;Toda la ciudad;Particular;161;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2520;5;3208;PASEO DE PINEDO;Toda la ciudad;Toda la ciudad;Particular;43;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2564;5;3252;REORDENACIoN VIARIA DE LA CALLE TRAFALGAR ENTRE LOS NuMEROS 25 Y 47;Toda la ciudad;Toda la ciudad;Particular;117;SI;SI;798;NO;175000;No aplicable;2023-04-27;NA
2567;5;3255;RENOVACIoN COLECCIoN INFANTIL Y JUVENIL DE LA BIBLIOTECA MARiA MOLINER Y TOMaS V;Toda la ciudad;Toda la ciudad;Particular;138;SI;SI;3084;SI;12000;No aplicable;2023-04-27;NA
2586;5;3274;Kiosko y parque en lmediana de Blasco Ibañez a la altura de la plaza de Honduras;Toda la ciudad;Toda la ciudad;Particular;25;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2592;5;3280;AMPLIACIoN COMEDOR ESCOLAR COLEGIO PUBLICO MAX AUB;Toda la ciudad;Toda la ciudad;Particular;103;SI;NO;0;NO;NA;No aplicable;2023-04-27;NA
2617;5;3305;#Nou103Solar: Pergolas Fotovoltaicas y Confort Alumnado;Toda la ciudad;Toda la ciudad;Particular;88;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
2621;5;3309;Arboles en las aceras que miran al Sur;Toda la ciudad;Toda la ciudad;Particular;17;NO;NO;0;NO;NA;No aplicable;2023-04-27;NA
